tf,name,monat,quelle,pruefung,xml,csv,diff,status,hinweis
TF41,Meier Max,2025-06,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),80000.0,80000.0,0.0,OK,
TF41,Meier Max,2025-06,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),80000.0,80000.0,0.0,OK,
TF41,Meier Max,2025-06,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",80000.0,80000.0,0.0,OK,
TF41,Meier Max,2025-06,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,AHV-Basis (AHV-AVS-BaseSalary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,UVG-Basis (UVG-LAA-BaseSalary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",17000.0,17000.0,0.0,OK,
TF44,Lusser Hans,2025-06,RETRO,Lohnausweis BVG ordentlich (Ziff. 10.1 = 5050+1972),770.0,770.0,0.0,OK,
TF02,Paganini Maria,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),4915.7,4915.7,0.0,OK,
TF02,Paganini Maria,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF02,Paganini Maria,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),215.0,215.0,0.0,OK,
TF02,Paganini Maria,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF02,Paganini Maria,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-408.33,-408.33,0.0,OK,
TF03,Lusser Pia,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),1500.0,1500.0,0.0,OK,
TF03,Lusser Pia,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF03,Lusser Pia,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF03,Lusser Pia,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF03,Lusser Pia,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF04,Fankhauser Markus,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),30000.0,30000.0,0.0,OK,
TF04,Fankhauser Markus,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF04,Fankhauser Markus,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF04,Fankhauser Markus,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF04,Fankhauser Markus,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-2800.0,-2800.0,0.0,OK,
TF05,Moser Johann,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),1350.0,1350.0,0.0,OK,
TF05,Moser Johann,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF05,Moser Johann,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF05,Moser Johann,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF05,Moser Johann,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF06,Zahnd Anita,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),13500.0,13500.0,0.0,OK,
TF06,Zahnd Anita,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF06,Zahnd Anita,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF06,Zahnd Anita,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF06,Zahnd Anita,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-1080.0,-1080.0,0.0,OK,
TF08,Lamon René,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),9548.05,9548.05,0.0,OK,
TF08,Lamon René,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF08,Lamon René,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),250.0,250.0,0.0,OK,
TF08,Lamon René,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF08,Lamon René,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-751.09,-751.09,0.0,OK,
TF09,Estermann Michael,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),2000.0,2000.0,0.0,OK,
TF09,Estermann Michael,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF09,Estermann Michael,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF09,Estermann Michael,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF09,Estermann Michael,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF10,Ganz Heinz,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),6400.0,6400.0,0.0,OK,
TF10,Ganz Heinz,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF10,Ganz Heinz,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-448.0,-448.0,0.0,OK,
TF11,Bosshard Peter,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),30500.0,31950.0,-1450.0,DIFF,
TF11,Bosshard Peter,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF11,Bosshard Peter,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),475.0,475.0,0.0,OK,
TF11,Bosshard Peter,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF11,Bosshard Peter,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-2469.83,-2469.83,0.0,OK,
TF12,Casanova Renato,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),12000.0,12850.0,-850.0,DIFF,
TF12,Casanova Renato,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF12,Casanova Renato,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF12,Casanova Renato,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),6500.0,0.0,6500.0,DIFF,
TF12,Casanova Renato,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-899.5,-899.5,0.0,OK,
TF13,Combertaldi Renato,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),2200.0,2200.0,0.0,OK,
TF13,Combertaldi Renato,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF13,Combertaldi Renato,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF13,Combertaldi Renato,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF13,Combertaldi Renato,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF14,Egli Anna,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),3931.55,3931.55,0.0,OK,
TF14,Egli Anna,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF14,Egli Anna,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF14,Egli Anna,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF14,Egli Anna,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),4550.0,4550.0,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-318.5,-318.5,0.0,OK,
TF17,Binggeli Fritz,2025-06,MONTHLY,QST steuerbarer Lohn TI A0N (TaxableEarning),4550.0,4550.0,0.0,OK,"Satz-Lohn 6500.00, QST 495.95"
TF18,Blanc Pierre,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),1179.45,1179.45,0.0,OK,
TF18,Blanc Pierre,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF18,Blanc Pierre,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF18,Blanc Pierre,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF18,Blanc Pierre,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-76.44,-76.44,0.0,OK,
TF18,Blanc Pierre,2025-06,MONTHLY,QST steuerbarer Lohn BE B0Y (TaxableEarning),1179.45,1179.45,0.0,OK,"Satz-Lohn 4859.35, QST 80.30"
TF19,Andrey Melanie,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),2600.0,2600.0,0.0,OK,
TF19,Andrey Melanie,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF19,Andrey Melanie,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF19,Andrey Melanie,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF19,Andrey Melanie,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-197.16,-197.16,0.0,OK,
TF19,Andrey Melanie,2025-06,MONTHLY,QST steuerbarer Lohn TI A0N (TaxableEarning),2600.0,2600.0,0.0,OK,"Satz-Lohn 3640.00, QST 80.60"
TF22,Bucher Elisabeth,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),3931.55,3931.55,0.0,OK,
TF22,Bucher Elisabeth,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF22,Bucher Elisabeth,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF22,Bucher Elisabeth,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF22,Bucher Elisabeth,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-320.83,-320.83,0.0,OK,
TF22,Bucher Elisabeth,2025-06,MONTHLY,QST steuerbarer Lohn TI A0N (TaxableEarning),3931.55,3931.55,0.0,OK,"Satz-Lohn 4750.65, QST -2039.50"
TF23,Koller Ludwig,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF23,Koller Ludwig,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF23,Koller Ludwig,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF23,Koller Ludwig,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF23,Koller Ludwig,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-379.16,-379.16,0.0,OK,
TF23,Koller Ludwig,2025-06,MONTHLY,QST steuerbarer Lohn TI B0N (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 7500.00, QST 375.00"
TF24,Utzinger Jan,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),8000.0,8000.0,0.0,OK,
TF24,Utzinger Jan,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF24,Utzinger Jan,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF24,Utzinger Jan,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF24,Utzinger Jan,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-606.67,-606.67,0.0,OK,
TF24,Utzinger Jan,2025-06,MONTHLY,QST steuerbarer Lohn TI B0N (TaxableEarning),8000.0,8000.0,0.0,OK,"Satz-Lohn 8000.00, QST 648.00"
TF25,Lehmann Nadine,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),6000.0,12000.0,-6000.0,DIFF,
TF25,Lehmann Nadine,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF25,Lehmann Nadine,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF25,Lehmann Nadine,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF25,Lehmann Nadine,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-910.0,-910.0,0.0,OK,
TF25,Lehmann Nadine,2025-06,MONTHLY,QST steuerbarer Lohn LU A0Y (TaxableEarning),9323.4,10166.65,-843.25,DIFF,"Satz-Lohn 20333.30, QST 1873.05"
TF26,Jenzer Marcel,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),6000.0,12000.0,-6000.0,DIFF,
TF26,Jenzer Marcel,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF26,Jenzer Marcel,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF26,Jenzer Marcel,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF26,Jenzer Marcel,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-910.0,-910.0,0.0,OK,
TF26,Jenzer Marcel,2025-06,MONTHLY,QST steuerbarer Lohn TI R0N (TaxableEarning),6382.55,10166.65,-3784.1,DIFF,"Satz-Lohn 12896.80, QST 1046.95"
TF27,Rast Eva,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),10000.0,10000.0,0.0,OK,
TF27,Rast Eva,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF27,Rast Eva,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF27,Rast Eva,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF27,Rast Eva,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-800.0,-800.0,0.0,OK,
TF27,Rast Eva,2025-06,MONTHLY,QST steuerbarer Lohn BE L0N (TaxableEarning),10000.0,10000.0,0.0,OK,"Satz-Lohn 10000.00, QST 450.00"
TF28,Arbenz Esther,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),6000.0,6000.0,0.0,OK,
TF28,Arbenz Esther,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF28,Arbenz Esther,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF28,Arbenz Esther,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF28,Arbenz Esther,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-520.0,-520.0,0.0,OK,
TF28,Arbenz Esther,2025-06,MONTHLY,QST steuerbarer Lohn BE A0Y (TaxableEarning),3300.0,6000.0,-2700.0,DIFF,"Satz-Lohn 8000.00, QST 483.80"
TF29,Forster Moreno,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),6000.0,6000.0,0.0,OK,
TF29,Forster Moreno,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF29,Forster Moreno,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF29,Forster Moreno,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF29,Forster Moreno,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-455.0,-455.0,0.0,OK,
TF29,Forster Moreno,2025-06,MONTHLY,QST steuerbarer Lohn TI A0N (TaxableEarning),3300.0,6000.0,-2700.0,DIFF,"Satz-Lohn 9666.65, QST 481.80"
TF30,Müller Heinrich,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5500.0,5500.0,0.0,OK,
TF30,Müller Heinrich,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF30,Müller Heinrich,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF30,Müller Heinrich,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF30,Müller Heinrich,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-440.0,-440.0,0.0,OK,
TF30,Müller Heinrich,2025-06,MONTHLY,QST steuerbarer Lohn BE A0Y (TaxableEarning),5500.0,5500.0,0.0,OK,"Satz-Lohn 5500.00, QST 651.75"
TF31,Bolletto Franca,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF31,Bolletto Franca,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF31,Bolletto Franca,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF31,Bolletto Franca,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF31,Bolletto Franca,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-325.0,-325.0,0.0,OK,
TF31,Bolletto Franca,2025-06,MONTHLY,QST steuerbarer Lohn VD B0N (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 5000.00, QST 117.00"
TF33,Châtelain Pierre,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF33,Châtelain Pierre,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF33,Châtelain Pierre,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF33,Châtelain Pierre,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF33,Châtelain Pierre,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-379.17,-379.17,0.0,OK,
TF33,Châtelain Pierre,2025-06,MONTHLY,QST steuerbarer Lohn BE B0Y (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 5000.00, QST 349.00"
TF34,Rinaldi Massimo,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF34,Rinaldi Massimo,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF34,Rinaldi Massimo,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF34,Rinaldi Massimo,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF34,Rinaldi Massimo,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF34,Rinaldi Massimo,2025-06,MONTHLY,QST steuerbarer Lohn TI B0N (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 5000.00, QST 185.00"
TF35,Roos Roland,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF35,Roos Roland,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF35,Roos Roland,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF35,Roos Roland,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF35,Roos Roland,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-379.17,-379.17,0.0,OK,
TF35,Roos Roland,2025-06,MONTHLY,QST steuerbarer Lohn TI B0N (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 7500.00, QST 375.00"
TF36,Maldini Fabio,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),5000.0,5000.0,0.0,OK,
TF36,Maldini Fabio,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF36,Maldini Fabio,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF36,Maldini Fabio,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF36,Maldini Fabio,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-433.33,-433.33,0.0,OK,
TF36,Maldini Fabio,2025-06,MONTHLY,QST steuerbarer Lohn BE B0Y (TaxableEarning),5000.0,5000.0,0.0,OK,"Satz-Lohn 5000.00, QST 349.00"
TF38,Jung Claude,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),9500.0,3000.0,6500.0,DIFF,
TF38,Jung Claude,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF38,Jung Claude,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF38,Jung Claude,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF38,Jung Claude,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),-393.33,-393.33,0.0,OK,
TF38,Jung Claude,2025-06,MONTHLY,QST steuerbarer Lohn BE A0Y (TaxableEarning),9500.0,9500.0,0.0,OK,"Satz-Lohn 9500.00, QST 1548.50"
TF39,Hasler Harald,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),0.0,0.0,0.0,OK,
TF39,Hasler Harald,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF39,Hasler Harald,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF39,Hasler Harald,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF39,Hasler Harald,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF39,Hasler Harald,2025-06,MONTHLY,QST steuerbarer Lohn BE None (TaxableEarning),0.0,0.0,0.0,OK,"Satz-Lohn 0.00, QST 0.00"
TF44,Lusser Hans,2025-06,MONTHLY,Statistik Grundlohn (GrossBaseSalaryAndRegularAllowance),1500.0,1500.0,0.0,OK,
TF44,Lusser Hans,2025-06,MONTHLY,Statistik Zulagen (Allowances),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,MONTHLY,Statistik Familienzulagen (FamilyIncomeSupplement),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,MONTHLY,Statistik Leistungen Dritter (PaymentsByThird),0.0,0.0,0.0,OK,
TF44,Lusser Hans,2025-06,MONTHLY,Statistik BVG-Beitrag AN (BVG-LPP-RegularContribution),0.0,-0.0,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,AHV-Basis (AHV-AVS-BaseSalary),35359.3,35359.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,FAK-Basis (FAK-CAF-ContributorySalary),35359.3,35359.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,FAK Kinderzulagen wiederkehrend (3000),0.0,0.0,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,FAK Zulagen einmalig (3001+3034),0.0,0.0,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,UVG-Bruttolohn (UVG-LAA-GrossSalary),39359.3,39359.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,UVG-Basis (UVG-LAA-BaseSalary),32859.3,32859.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,UVGZ-Basis (UVGZ-LAAC-BaseSalary),32859.3,32859.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,KTG-Referenzlohn (Reference-AHV-AVS-Salary),35359.3,35359.3,0.0,OK,
TF01,Herz Monica,2025-07,RETRO,"Lohnausweis Bruttolohn (GrossIncome, Ziff. 8)",39359.3,39359.3,0.0,OK,
